,bee_type,bee_id,bee_parent,itr,candidate,fitness,center_fitness,epochs,weights_filename,time
29,OnlookerBee,2.0,1,5.0,input|max_pool3x3|dropout|sep5x5_128|sep5x5_64|output,0.6323000192642212,0.6323000192642212,5.0,9d4e79e7cb6d0e3451689255dc83c7b3f12bdf2e.h5,406.6742947101593
30,EmployeeBee,0.0,-,6.0,input|sep5x5_64|sep5x5_32|avg_pool3x3|sep3x3_64|output,0.6534000039100647,0.6534000039100647,5.0,1d592e373d6e1c8b4d99fdda7ac59dfadeea3c1c.h5,399.29502630233765
31,EmployeeBee,1.0,-,6.0,input|sep5x5_32|avg_pool3x3|sep5x5_128|avg_pool3x3|output,0.6722999811172485,0.6722999811172485,5.0,6e223cad3ffbc9f08130f77aa3e729cfc55ee780.h5,483.1696720123291
32,OnlookerBee,0.0,0,6.0,input|sep5x5_64|sep5x5_32|sep5x5_32|sep3x3_64|output,0.10000000149011612,0.6534000039100647,5.0,b34714f20089daae50eef97dae6823de14df9dbb.h5,400.1344401836395
33,OnlookerBee,1.0,0,6.0,input|sep3x3_32|sep5x5_32|avg_pool3x3|sep3x3_64|output,0.6345000267028809,0.6534000039100647,5.0,180b839a657adda1a69b255e09735505d242ed9f.h5,396.9269301891327
34,OnlookerBee,2.0,1,6.0,input|sep5x5_32|avg_pool3x3|sep5x5_128|dropout|output,0.6171000003814697,0.6722999811172485,5.0,54878ae97e7b16071f2b0a845b4051a187034a44.h5,540.9603757858276
35,EmployeeBee,0.0,-,7.0,input|dropout|sep5x5_32|sep3x3_64|sep3x3_128|output,0.6417999863624573,0.6417999863624573,5.0,09f476d2007df50e0a52478056ddaf2696b1667e.h5,483.1604976654053
36,EmployeeBee,1.0,-,7.0,input|sep5x5_32|sep5x5_64|sep5x5_128|avg_pool3x3|output,0.6692000031471252,0.6722999811172485,5.0,8f278bdd6e95315315fa157834a3563d9deefbb0.h5,492.82527256011963
37,OnlookerBee,0.0,0,7.0,input|sep5x5_32|sep5x5_32|sep3x3_64|sep3x3_128|output,0.5774999856948853,0.6417999863624573,5.0,2eca5e4bdb48a45db14eac761986dae0dc599712.h5,487.4545919895172
38,OnlookerBee,1.0,0,7.0,input|dropout|sep5x5_32|sep3x3_128|sep3x3_128|output,0.6417999863624573,0.6417999863624573,5.0,0b84c8820dc836336c4b4cda916902e283b4d705.h5,486.8972270488739
39,OnlookerBee,2.0,1,7.0,input|sep5x5_32|avg_pool3x3|avg_pool3x3|avg_pool3x3|output,0.6363000273704529,0.6722999811172485,5.0,e456e58910eed87032f2855988d724adcd43efa1.h5,375.1970052719116
40,EmployeeBee,0.0,-,8.0,input|sep5x5_64|max_pool3x3|sep3x3_64|batch_norm|output,0.6348000168800354,0.6348000168800354,5.0,e9c442274a10d0675237bcf024cca45a62317905.h5,396.8944642543793
41,EmployeeBee,1.0,-,8.0,input|dropout|dropout|sep5x5_128|dropout|output,0.6215999722480774,0.6215999722480774,5.0,b0d924ad2ab66859558c8f84945c5f78522b364a.h5,481.0055420398712
42,OnlookerBee,0.0,1,8.0,input|dropout|dropout|sep5x5_64|dropout|output,0.6190999746322632,0.6215999722480774,5.0,99cfac34782be6d0fbca06921c898dd44e4184f2.h5,392.7084062099457
43,OnlookerBee,1.0,0,8.0,input|sep5x5_64|sep3x3_128|sep3x3_64|batch_norm|output,0.2029999941587448,0.6348000168800354,5.0,90cde5e7c9fc6f709f09c04c7dc42041d4236af4.h5,407.61533212661743
44,OnlookerBee,2.0,1,8.0,input|sep3x3_128|dropout|sep5x5_128|dropout|output,0.671500027179718,0.671500027179718,5.0,8acb6649ddac34f69fe10500f1f7043ad4e8dcf3.h5,492.66431760787964
45,EmployeeBee,0.0,-,9.0,input|sep5x5_64|sep3x3_32|sep3x3_64|batch_norm|output,0.23260000348091125,0.6348000168800354,5.0,63bda889bbee9508dbb7e1953633f579422dfe50.h5,398.4385828971863
46,EmployeeBee,1.0,-,9.0,input|sep5x5_32|sep3x3_32|avg_pool3x3|sep3x3_32|output,0.6031000018119812,0.6031000018119812,5.0,964a074465c4543b7ebc3e9e858c7320cb1d6a6a.h5,384.07903504371643
47,OnlookerBee,0.0,1,9.0,input|sep5x5_32|sep3x3_32|sep3x3_128|sep3x3_32|output,0.6157000064849854,0.6157000064849854,5.0,d6918163a4fa8aa34b99c8503c0697629ab06a8c.h5,391.8816657066345
48,OnlookerBee,1.0,1,9.0,input|sep5x5_32|sep3x3_32|sep3x3_128|sep5x5_32|output,0.586899995803833,0.6157000064849854,5.0,98b397b589941b2b5e16fa44d9e6a3880fe3c70a.h5,399.6055955886841
49,OnlookerBee,2.0,0,9.0,input|sep5x5_64|max_pool3x3|sep3x3_64|sep3x3_64|output,0.656000018119812,0.656000018119812,5.0,5e5f1fcc722802ee033f24dda906263dadbf3821.h5,402.15010595321655
